name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-15711,YES,1,0,0,0,0,0,0
GENE-15712,NO,1,0,0,0,0,0,0
GENE-15713,NO,1,13,16,18,19,10,16
GENE-15714,NO,1,1,0,0,1,0,0
GENE-15715,NO,1,0,0,0,0,0,0
GENE-15716,NO,1,0,1,0,0,0,0
GENE-15717,NO,1,0,0,0,0,0,0
GENE-15718,NO,1,0,0,0,0,0,0
GENE-15719,NO,1,0,0,0,0,0,0
GENE-15720,NO,1,0,0,0,0,0,0
GENE-15721,NO,1,3,9,4,4,2,3
GENE-15722,NO,1,0,0,0,0,0,0
GENE-15723,NO,1,0,0,0,0,0,0
GENE-15724,NO,1,0,0,0,0,0,0
GENE-15725,NO,1,0,0,0,0,0,0
GENE-15726,NO,1,0,0,0,0,0,0
GENE-15727,NO,1,0,0,0,0,0,0
GENE-15728,NO,1,0,0,0,0,0,0
GENE-15729,NO,1,49,64,55,57,60,54
GENE-15730,NO,1,0,0,0,0,0,0
GENE-15731,NO,1,41,15,41,29,25,18
GENE-15732,NO,1,0,0,0,0,0,0
GENE-15733,NO,1,0,0,0,0,0,0
GENE-15734,NO,1,5,12,5,21,2,47
GENE-15735,NO,1,10216,9917,10993,10010,11010,10194
GENE-15736,NO,1,0,0,0,0,0,0
GENE-15737,NO,1,0,0,0,0,0,0
GENE-15738,NO,1,0,0,0,0,0,0
GENE-15739,NO,1,16,18,24,15,18,20
GENE-15740,NO,1,0,0,0,0,0,0
GENE-15741,NO,1,0,0,0,0,0,0
GENE-15742,NO,1,0,0,0,0,0,0
GENE-15743,NO,1,12,15,28,10,33,12
GENE-15744,NO,1,0,0,0,0,0,0
GENE-15745,NO,1,2,1,1,2,5,5
GENE-15746,NO,1,0,0,0,0,0,0
GENE-15747,NO,1,0,0,0,0,0,0
GENE-15748,NO,1,16672,21005,21199,21362,20173,19972
GENE-15749,NO,1,0,0,0,0,0,0
GENE-15750,NO,1,0,0,0,0,0,0
GENE-15751,NO,1,0,2,0,2,3,1
GENE-15752,NO,1,238,253,213,222,297,334
GENE-15753,NO,1,3,3,4,2,2,1
GENE-15754,NO,1,0,0,0,0,0,0
GENE-15755,NO,1,0,0,0,0,0,0
GENE-15756,NO,1,0,0,0,0,0,0
GENE-15757,NO,1,1946,2783,2234,2473,2597,2442
GENE-15758,NO,1,127,197,160,230,171,105
GENE-15759,NO,1,0,0,0,0,0,0
GENE-15760,NO,1,15,32,10,12,25,10
GENE-15761,NO,1,0,0,0,0,0,0
GENE-15762,YES,1,0,0,0,0,0,0
GENE-15763,NO,1,0,0,0,0,0,0
GENE-15764,NO,1,3498,2909,3076,3554,3010,3059
GENE-15765,NO,1,0,0,0,0,0,0
GENE-15766,NO,1,0,0,0,0,0,0
GENE-15767,NO,1,0,0,0,0,0,0
GENE-15768,YES,1,0,0,0,0,0,0
GENE-15769,NO,1,58,66,51,39,46,77
GENE-15770,NO,1,182,138,139,242,97,234
GENE-15771,NO,1,0,0,0,0,0,0
GENE-15772,NO,1,222,287,259,249,173,294
GENE-15773,NO,1,4,4,9,4,10,5
GENE-15774,NO,1,0,0,0,0,0,0
GENE-15775,NO,1,34,43,33,36,30,45
GENE-15776,NO,1,6,5,6,9,5,6
GENE-15777,NO,1,0,0,0,0,0,0
GENE-15778,YES,1,0,0,0,0,0,0
GENE-15779,NO,1,19,24,11,14,22,13
GENE-15780,NO,1,0,0,0,0,0,0
GENE-15781,NO,1,0,0,0,0,0,0
GENE-15782,NO,1,1,2,2,2,1,1
GENE-15783,YES,1,0,0,0,0,0,0
GENE-15784,NO,1,0,0,0,0,0,0
GENE-15785,NO,1,0,0,0,0,0,0
GENE-15786,YES,1,0,0,0,0,0,0
GENE-15787,NO,1,0,0,0,0,0,0
GENE-15788,NO,1,0,0,0,0,0,0
GENE-15789,YES,1,0,0,0,0,0,0
GENE-15790,NO,1,0,0,0,0,0,0
GENE-15791,NO,1,273,302,319,262,215,206
GENE-15792,NO,1,1,0,0,0,2,0
GENE-15793,NO,1,317,233,78,75,285,148
GENE-15794,NO,1,0,0,0,0,0,0
GENE-15795,NO,1,25,127,793,226,170,96
GENE-15796,NO,1,0,0,0,0,0,0
GENE-15797,NO,1,1,1,1,4,1,2
GENE-15798,NO,1,0,0,0,0,0,0
GENE-15799,NO,1,0,0,0,0,0,0
GENE-15800,NO,1,0,0,0,0,0,0
GENE-15801,NO,1,0,0,0,0,0,0
GENE-15802,NO,1,4,11,11,15,10,8
GENE-15803,NO,1,0,0,0,0,0,0
GENE-15804,NO,1,0,0,0,0,0,0
GENE-15805,NO,1,0,0,0,0,0,0
GENE-15806,NO,1,0,0,0,0,0,0
GENE-15807,NO,1,0,0,0,0,0,0
GENE-15809,NO,1,317,399,249,405,281,254
GENE-15810,NO,1,0,0,0,0,0,0
GENE-15811,NO,1,0,0,0,0,0,0
GENE-15812,NO,1,0,0,0,0,0,0
GENE-15813,NO,1,8,7,11,9,4,3
GENE-15814,NO,1,477,547,407,468,355,380
GENE-15815,NO,1,0,0,0,0,0,0
GENE-15816,NO,1,0,0,0,0,0,0
GENE-15817,NO,1,0,0,0,0,0,0
GENE-15818,NO,1,0,0,0,0,0,0
GENE-15819,NO,1,73,35,81,90,32,45
GENE-15820,NO,1,0,0,0,0,0,0
GENE-15821,NO,1,41,64,39,21,28,39
GENE-15822,NO,1,0,0,0,0,0,0
GENE-15823,NO,1,11,10,1,16,13,10
GENE-15824,NO,1,0,0,0,0,0,0
GENE-15825,NO,1,0,0,0,0,0,0
GENE-15826,NO,1,0,0,0,0,0,0
GENE-15827,YES,1,0,0,0,0,0,0
GENE-15828,NO,1,0,0,0,0,0,0
GENE-15829,NO,1,926,855,1147,384,717,1627
GENE-15830,NO,1,0,0,0,0,0,0
GENE-15831,NO,1,153,218,188,223,156,169
GENE-15832,NO,1,22,21,15,22,20,23
GENE-15833,NO,1,2894,2555,2869,2998,3409,2547
GENE-15834,NO,1,0,0,0,0,0,0
GENE-15835,NO,1,10,11,147,58,79,58
GENE-15836,NO,1,0,0,0,0,0,0
GENE-15837,NO,1,0,0,0,0,0,0
GENE-15838,NO,1,381,387,445,368,404,406
GENE-15839,NO,1,0,0,0,0,0,0
GENE-15840,NO,1,884,880,1182,1138,1171,1087
GENE-15841,NO,1,0,0,0,0,0,0
GENE-15842,NO,1,0,0,0,0,0,0
GENE-15843,NO,1,0,0,0,0,0,0
GENE-15844,NO,1,0,0,0,0,0,0
GENE-15845,NO,1,0,0,0,0,0,0
GENE-15846,NO,1,0,0,0,0,1,1
GENE-15847,NO,1,0,0,0,0,0,0
GENE-15848,NO,1,0,0,0,0,0,0
GENE-15849,NO,1,0,0,0,0,0,0
GENE-15850,NO,1,371,324,308,400,308,434
GENE-15851,NO,1,0,0,0,0,0,0
GENE-15852,NO,1,442,928,731,487,534,697
GENE-15853,NO,1,0,0,0,0,0,0
GENE-15854,NO,1,0,0,0,0,0,0
GENE-15855,NO,1,65,58,18,19,45,91
GENE-15856,NO,1,0,0,0,0,0,0
GENE-15857,NO,1,0,0,0,0,0,0
GENE-15858,NO,1,0,0,0,0,0,0
GENE-15859,NO,1,16,15,15,16,10,17
GENE-15860,NO,1,0,0,0,0,0,0
GENE-15861,NO,1,0,1,0,0,0,0
GENE-15862,NO,1,22,21,26,24,13,24
GENE-15863,NO,1,2065,3960,2363,1434,2029,2118
GENE-15864,NO,1,0,0,0,0,0,0
GENE-15865,NO,1,0,0,0,0,0,0
GENE-15866,NO,1,16,12,12,17,17,12
GENE-15867,NO,1,27,27,23,24,25,28
GENE-15868,NO,1,0,0,0,0,0,0
GENE-15869,NO,1,0,0,0,0,0,0
GENE-15870,NO,1,0,0,0,0,0,0
GENE-15871,NO,1,329,423,343,343,345,423
GENE-15872,NO,1,39,36,16,25,25,29
GENE-15873,NO,1,0,0,0,0,0,0
GENE-15874,NO,1,87,84,63,58,102,76
GENE-15875,NO,1,0,0,0,0,0,0
GENE-15876,NO,1,175,134,166,117,127,160
GENE-15877,NO,1,4,6,6,5,5,7
GENE-15878,NO,1,0,0,0,0,0,0
GENE-15879,NO,1,0,0,0,0,0,0
GENE-15880,NO,1,0,0,0,0,0,0
GENE-15881,NO,1,913,1237,1123,1205,810,850
GENE-15882,NO,1,0,0,0,0,0,0
GENE-15883,NO,1,1,0,0,0,0,0
GENE-15884,NO,1,0,0,0,0,0,0
GENE-15885,NO,1,0,0,0,0,0,0
GENE-15886,NO,1,0,0,0,0,0,0
GENE-15887,NO,1,0,0,0,0,0,0
GENE-15888,NO,1,1998,2411,2017,2558,2309,1928
GENE-15889,NO,1,0,0,0,0,0,0
GENE-15891,NO,1,118,77,94,165,93,134
GENE-15892,NO,1,0,0,0,0,0,0
GENE-15893,NO,1,0,0,0,0,0,0
GENE-15894,NO,1,0,0,0,0,0,0
GENE-15895,NO,1,184,190,200,204,201,191
GENE-15896,NO,1,2,0,1,4,6,0
GENE-15897,NO,1,0,0,0,0,0,0
GENE-15898,NO,1,0,0,0,0,0,0
GENE-15899,NO,1,0,0,0,0,0,0
GENE-15900,NO,1,0,0,0,0,0,0
GENE-15901,NO,1,0,0,0,0,0,0
GENE-15902,NO,1,7,5,3,4,6,6
GENE-15903,NO,1,0,0,0,0,0,0
GENE-15904,NO,1,0,0,0,0,0,0
GENE-15905,NO,1,0,0,0,0,0,0
GENE-15906,NO,1,0,0,0,0,0,0
GENE-15907,NO,1,1,0,0,0,0,1
GENE-15908,NO,1,0,0,0,0,0,0
GENE-15909,NO,1,0,0,0,0,0,0
GENE-15910,NO,1,0,0,0,0,0,0
GENE-15911,NO,1,0,0,0,0,0,0
GENE-15912,NO,1,3033,3249,2860,4121,3401,3316
GENE-15913,NO,1,0,0,0,0,0,0
GENE-15914,NO,1,0,0,0,0,0,0
GENE-15915,NO,1,37,16,32,44,13,24
GENE-15916,NO,1,0,0,0,0,0,0
GENE-15917,NO,1,2,3,3,6,0,4
GENE-15918,NO,1,0,0,0,0,0,0
GENE-15919,NO,1,2,3,3,0,0,4
GENE-15920,NO,1,0,0,0,0,0,0
GENE-15921,NO,1,0,0,0,0,0,0
GENE-15922,YES,1,0,0,0,0,0,0
GENE-15923,NO,1,0,0,0,0,0,0
GENE-15924,NO,1,3,3,1,6,4,2
GENE-15925,NO,1,0,0,0,0,0,0
GENE-15926,NO,1,128,117,117,89,99,145
GENE-15927,NO,1,70,62,105,52,35,60
GENE-15928,NO,1,0,0,0,0,0,0
GENE-15929,NO,1,0,0,0,0,0,0
GENE-15930,NO,1,0,0,0,0,0,0
GENE-15931,NO,1,0,0,0,0,0,0
GENE-15932,NO,1,0,0,0,0,0,0
GENE-15933,NO,1,0,0,0,0,0,0
GENE-15934,NO,1,0,0,0,0,0,0
GENE-15935,NO,1,0,0,0,0,0,0
GENE-15936,NO,1,0,0,0,0,0,0
GENE-15937,YES,1,0,0,0,0,0,0
GENE-15938,NO,1,0,0,0,0,0,0
GENE-15939,NO,1,14,6,9,8,5,11
GENE-15940,NO,1,0,0,0,0,0,0
GENE-15941,YES,1,0,0,0,0,0,0
GENE-15942,NO,1,220,263,168,171,214,271
GENE-15943,NO,1,0,0,0,0,0,0
GENE-15944,NO,1,25,28,26,29,18,24
GENE-15945,NO,1,0,0,0,0,0,0
GENE-15946,NO,1,0,0,0,0,0,0
GENE-15947,NO,1,0,0,0,0,0,0
GENE-15948,NO,1,0,0,0,0,0,0
GENE-15949,NO,1,0,0,0,0,0,0
GENE-15950,NO,1,0,0,0,0,0,0
GENE-15951,NO,1,0,0,0,0,0,0
GENE-15952,NO,1,0,0,0,0,1,0
GENE-15953,NO,1,15,14,14,12,12,14
GENE-15954,NO,1,0,0,0,0,0,0
GENE-15955,NO,1,0,0,0,0,0,0
GENE-15956,NO,1,17,7,6,13,7,14
GENE-15957,NO,1,0,0,0,0,0,0
GENE-15958,NO,1,0,0,0,0,0,0
GENE-15959,NO,1,1,3,2,3,2,2
GENE-15960,YES,1,0,0,0,0,0,0
GENE-15961,NO,1,0,0,0,0,0,0
GENE-15962,NO,1,0,0,0,0,0,0
GENE-15963,NO,1,12,12,14,18,18,19
GENE-15964,NO,1,0,0,0,0,0,0
GENE-15965,NO,1,0,0,0,0,0,0
GENE-15966,NO,1,2,4,1,4,4,5
GENE-15967,NO,1,0,0,0,0,0,0
GENE-15968,NO,1,0,0,0,0,0,0
GENE-15969,NO,1,0,0,0,0,0,0
GENE-15970,NO,1,0,0,0,0,0,0
GENE-15971,NO,1,0,0,0,0,0,0
GENE-15972,NO,1,0,0,0,0,0,0
GENE-15973,NO,1,0,0,0,0,0,0
GENE-15974,NO,1,0,0,0,0,0,0
GENE-15975,NO,1,6,9,9,4,11,5
GENE-15976,NO,1,0,0,0,0,0,0
GENE-15977,NO,1,0,0,0,0,0,0
GENE-15978,NO,1,0,0,0,0,0,0
GENE-15979,NO,1,0,0,0,0,0,0
GENE-15980,YES,1,0,0,1,0,0,0
GENE-15981,NO,1,0,0,0,0,0,0
GENE-15982,NO,1,2026,1875,2174,422,1978,486
GENE-15983,NO,1,0,0,0,0,0,0
GENE-15984,NO,1,0,0,0,0,0,0
GENE-15985,NO,1,0,0,0,0,0,0
GENE-15986,NO,1,3,7,6,6,8,6
GENE-15987,NO,1,0,0,0,0,0,0
GENE-15988,NO,1,0,0,0,0,0,0
GENE-15989,NO,1,354,366,535,375,284,351
GENE-15990,NO,1,0,0,0,0,0,0
GENE-15991,NO,1,0,0,0,0,0,0
GENE-15992,NO,1,1,0,0,0,0,0
GENE-15993,NO,1,0,0,0,0,0,0
GENE-15994,NO,1,0,0,0,0,0,0
GENE-15995,NO,1,0,0,0,0,0,0
GENE-15996,NO,1,0,0,0,0,0,0
GENE-15997,NO,1,2839,2702,4200,3086,4750,6619
GENE-15998,NO,1,0,0,0,0,0,0
GENE-15999,NO,1,3708,4234,3608,2543,2997,3212
GENE-16000,NO,1,0,0,0,0,0,0
GENE-16001,NO,1,0,0,0,0,0,0
GENE-16002,NO,1,0,0,0,0,0,0
GENE-16003,NO,1,0,0,0,0,0,0
GENE-16004,NO,1,0,0,0,0,0,0
GENE-16005,NO,1,0,0,0,0,0,0
GENE-16006,NO,1,0,0,0,0,0,0
GENE-16007,NO,1,35,24,26,23,24,28
GENE-16008,NO,1,0,0,0,0,0,0
GENE-16009,NO,1,0,1,1,0,0,0
GENE-16010,NO,1,2,1,3,2,2,2
GENE-16011,NO,1,33,37,40,62,56,36
GENE-16012,NO,1,7,3,8,4,9,6
GENE-16013,NO,1,0,0,0,0,0,0
GENE-16014,YES,1,0,0,0,0,0,1
GENE-16015,NO,1,0,0,0,0,0,0
GENE-16016,NO,1,3,4,6,1,4,4
GENE-16017,NO,1,142,111,163,267,136,182
GENE-16018,NO,1,125,193,164,135,155,176
GENE-16019,NO,1,1,0,0,0,1,0
GENE-16020,NO,1,17,4,7,6,11,11
GENE-16021,NO,1,0,1,0,0,6,0
GENE-16022,NO,1,0,0,1,0,0,0
GENE-16023,NO,1,0,0,0,0,0,0
GENE-16024,NO,1,1907,1878,2474,1950,1391,1925
GENE-16025,NO,1,5,2,7,2,0,0
GENE-16026,NO,1,0,0,0,0,0,0
GENE-16027,NO,1,0,0,0,0,0,0
GENE-16028,YES,1,4,0,2,2,1,2
GENE-16029,NO,1,0,0,0,0,0,0
GENE-16030,NO,1,0,0,0,0,0,0
GENE-16031,NO,1,0,0,0,0,0,0
GENE-16032,NO,1,14,11,11,13,6,14
GENE-16033,NO,1,0,0,0,0,0,0
GENE-16034,NO,1,0,0,0,0,0,0
GENE-16036,NO,1,0,0,0,0,0,0
GENE-16037,NO,1,0,0,0,0,0,0
GENE-16038,NO,1,0,0,0,0,0,0
GENE-16039,NO,1,0,0,0,0,0,0
GENE-16040,NO,1,0,0,0,0,0,0
GENE-16041,NO,1,0,0,0,0,0,0
GENE-16042,NO,1,0,0,0,0,0,0
GENE-16043,NO,1,0,0,0,0,0,0
GENE-16044,NO,1,0,0,0,0,0,0
GENE-16045,NO,1,0,0,0,0,0,0
GENE-16046,NO,1,0,0,0,0,0,0
GENE-16047,NO,1,0,0,0,0,0,0
GENE-16048,NO,1,0,0,0,0,0,0
GENE-16049,NO,1,0,0,0,0,0,0
GENE-16050,NO,1,0,0,0,0,0,0
GENE-16051,NO,1,0,0,0,0,0,0
GENE-16052,NO,1,0,0,0,0,0,0
GENE-16053,NO,1,0,0,0,0,0,0
GENE-16054,NO,1,0,0,1,1,2,3
GENE-16055,NO,1,0,0,0,0,0,0
GENE-16056,NO,1,0,0,0,0,0,0
GENE-16057,NO,1,0,0,0,0,0,0
GENE-16058,NO,1,9,6,8,5,5,2
GENE-16059,NO,1,122,107,70,82,120,107
GENE-16060,NO,1,0,0,0,0,0,0
GENE-16061,NO,1,0,0,0,0,0,0
GENE-16062,NO,1,0,0,0,0,0,0
GENE-16063,NO,1,8,5,7,7,4,6
GENE-16064,NO,1,2554,2113,2494,2504,2044,1990
GENE-16065,NO,1,0,0,0,0,0,0
GENE-16066,NO,1,0,0,0,0,0,0
GENE-16067,NO,1,2,0,0,0,0,2
GENE-16068,NO,1,6,11,29,21,28,15
GENE-16069,NO,1,0,0,0,0,0,0
GENE-16070,NO,1,0,0,0,0,0,0
GENE-16071,NO,1,52,36,58,31,47,22
GENE-16072,NO,1,0,0,0,1,1,1
GENE-16073,NO,1,0,0,0,0,0,0
GENE-16074,NO,1,0,0,0,0,0,0
GENE-16075,NO,1,0,0,0,0,0,0
GENE-16076,NO,1,76,74,53,68,63,53
GENE-16077,NO,1,0,0,0,0,0,0
GENE-16078,NO,1,0,0,0,0,0,0
GENE-16079,NO,1,0,0,0,0,0,0
GENE-16080,NO,1,0,0,0,0,0,0
GENE-16081,NO,1,0,0,0,0,0,0
GENE-16082,NO,1,46,50,26,40,50,67
GENE-16083,NO,1,0,0,0,0,0,0
GENE-16084,NO,1,0,0,0,0,0,0
GENE-16085,NO,1,0,0,0,0,0,0
GENE-16086,NO,1,21,25,28,23,28,33
GENE-16087,NO,1,5,4,6,8,7,6
GENE-16088,NO,1,69,82,80,42,82,92
GENE-16089,NO,1,0,0,0,0,0,0
GENE-16090,NO,1,0,0,0,0,0,0
GENE-16091,NO,1,0,0,0,0,0,0
GENE-16092,YES,1,0,0,0,0,0,0
GENE-16093,NO,1,1,0,0,2,0,1
GENE-16094,NO,1,0,0,0,0,0,0
GENE-16095,NO,1,0,0,0,0,0,0
GENE-16096,NO,1,0,0,0,0,0,0
GENE-16097,NO,1,0,0,0,0,0,0
GENE-16098,NO,1,0,0,0,0,0,0
GENE-16099,NO,1,0,0,0,0,0,0
GENE-16100,NO,1,0,0,0,0,0,0
GENE-16101,NO,1,0,0,0,0,0,0
GENE-16102,NO,1,422,441,432,556,530,500
GENE-16103,NO,1,0,0,0,0,0,0
GENE-16106,NO,1,0,0,0,0,0,0
GENE-16107,NO,1,0,0,0,0,0,0
GENE-16108,NO,1,210,542,118,1290,199,811
GENE-16109,NO,1,2,0,1,0,4,2
GENE-16110,YES,1,0,0,0,0,0,0
GENE-16111,NO,1,0,0,0,0,0,0
GENE-16112,NO,1,0,0,0,0,0,0
GENE-16113,NO,1,0,2,1,1,1,0
GENE-16114,NO,1,0,0,0,0,0,0
GENE-16115,NO,1,0,0,0,0,0,0
GENE-16116,NO,1,1217,1424,2045,1270,1028,1254
GENE-16117,NO,1,1016,511,912,754,716,661
GENE-16118,NO,1,0,0,0,0,0,0
GENE-16119,NO,1,41,1246,834,3064,13,3472
GENE-16120,NO,1,3,3,4,0,5,5
GENE-16121,NO,1,87,90,63,102,76,76
GENE-16122,NO,1,0,0,0,0,0,0
GENE-16123,NO,1,2,0,1,3,0,1
GENE-16124,NO,1,0,0,0,0,0,0
GENE-16125,NO,1,0,0,0,0,0,0
GENE-16126,NO,1,3,5,1,3,1,2
GENE-16127,NO,1,0,0,0,0,0,0
GENE-16128,NO,1,0,0,0,0,0,0
GENE-16129,NO,1,0,0,0,0,0,0
GENE-16130,NO,1,0,0,0,0,0,0
GENE-16131,NO,1,0,0,0,0,0,0
GENE-16132,NO,1,1,0,1,2,3,0
GENE-16133,NO,1,230,191,290,257,295,253
GENE-16134,NO,1,0,0,0,0,0,0
GENE-16135,NO,1,0,0,0,0,0,0
GENE-16136,NO,1,0,0,0,0,0,0
GENE-16137,NO,1,0,0,0,0,0,0
GENE-16138,NO,1,0,0,0,0,0,0
GENE-16139,NO,1,0,0,0,0,0,0
GENE-16140,NO,1,27,26,42,54,39,36
GENE-16141,NO,1,0,0,0,0,0,0
GENE-16142,NO,1,0,0,0,0,0,0
GENE-16144,NO,1,186,114,276,125,254,203
GENE-16145,NO,1,0,0,0,0,0,1
GENE-16146,NO,1,52,41,43,76,78,73
GENE-16147,NO,1,414,396,448,415,443,377
GENE-16148,NO,1,0,0,0,0,0,0
GENE-16149,NO,1,0,0,0,0,0,0
GENE-16150,NO,1,0,1,0,0,0,0
GENE-16151,NO,1,172,140,145,154,157,153
GENE-16152,NO,1,0,0,0,0,0,0
GENE-16153,NO,1,408,392,577,416,503,500
GENE-16154,NO,1,3494,5028,5170,4045,4600,5438
GENE-16155,NO,1,1185,162,920,204,674,1170
GENE-16156,NO,1,0,0,0,0,0,0
GENE-16157,NO,1,0,3,3,0,0,2
GENE-16158,NO,1,0,0,0,0,0,0
GENE-16159,NO,1,0,0,0,0,0,0
GENE-16160,NO,1,0,0,0,0,0,0
GENE-16161,NO,1,0,0,0,0,0,0
GENE-16162,NO,1,72,85,75,68,95,66
GENE-16163,NO,1,0,0,0,0,0,0
GENE-16164,NO,1,0,0,0,0,0,0
GENE-16165,NO,1,0,0,2,0,0,0
GENE-16166,NO,1,0,0,0,0,0,0
GENE-16167,NO,1,0,0,0,0,0,0
GENE-16168,NO,1,1,0,0,3,2,0
GENE-16169,NO,1,0,0,1,2,2,0
GENE-16170,NO,1,0,0,0,0,0,0
GENE-16171,YES,1,0,0,0,0,0,0
GENE-16172,NO,1,0,0,0,0,0,0
GENE-16173,NO,1,108,104,76,83,85,84
GENE-16174,NO,1,329,181,144,194,228,127
GENE-16175,NO,1,0,0,0,0,0,0
GENE-16176,NO,1,7,12,9,9,10,5
GENE-16177,NO,1,695,523,449,700,444,364
GENE-16178,NO,1,0,0,0,0,0,0
GENE-16179,NO,1,106,103,135,175,151,127
GENE-16180,NO,1,0,0,0,0,0,0
GENE-16181,NO,1,8,1,4,3,9,5
GENE-16182,NO,1,445,393,519,331,624,415
GENE-16183,NO,1,0,0,0,0,0,0
GENE-16184,NO,1,3,1,3,1,3,2
GENE-16185,NO,1,0,0,0,0,0,0
GENE-16186,NO,1,0,0,0,0,0,0
GENE-16187,NO,1,0,0,0,0,0,0
GENE-16188,NO,1,0,0,0,0,0,0
GENE-16189,NO,1,14,23,15,9,12,7
GENE-16190,NO,1,0,2,3,1,1,0
GENE-16191,NO,1,7925,6721,3521,995,3098,3834
GENE-16193,NO,1,0,0,0,0,0,0
GENE-16194,NO,1,0,0,0,0,0,0
GENE-16195,NO,1,0,0,0,0,0,0
GENE-16196,NO,1,92,105,121,131,119,108
GENE-16197,NO,1,0,0,0,0,0,0
GENE-16198,NO,1,0,0,0,0,0,0
GENE-16199,NO,1,0,0,0,0,0,0
GENE-16200,NO,1,0,0,0,0,0,0
GENE-16201,NO,1,0,0,0,0,0,0
GENE-16202,NO,1,1,1,5,3,3,4
GENE-16203,NO,1,0,0,0,0,0,0
GENE-16204,NO,1,37,39,54,25,27,36
GENE-16205,NO,1,0,0,0,0,0,0
GENE-16206,NO,1,0,0,0,0,0,0
GENE-16207,NO,1,1387,1354,1485,833,1367,1195
GENE-16208,NO,1,82,55,18,40,92,104
GENE-16209,NO,1,19,23,23,11,25,19
GENE-16210,NO,1,0,0,0,0,0,0
GENE-16211,NO,1,0,0,0,0,0,0
GENE-16212,NO,1,0,0,0,0,0,0
GENE-16213,NO,1,0,0,0,0,0,0
GENE-16214,NO,1,87,38,137,121,25,51
GENE-16215,NO,1,3,6,7,15,11,3
GENE-16216,YES,1,0,0,0,0,0,0
GENE-16217,NO,1,103,175,168,156,117,112
GENE-16218,NO,1,50,55,57,35,71,59
GENE-16219,NO,1,492,209,357,108,171,1192
GENE-16220,NO,1,0,0,0,0,0,0
GENE-16221,NO,1,0,0,0,0,0,0
GENE-16222,NO,1,0,0,0,0,0,0
GENE-16223,NO,1,0,0,0,0,0,0
GENE-16224,NO,1,0,0,0,0,0,0
GENE-16225,NO,1,0,0,0,0,0,0
GENE-16226,NO,1,20,38,28,41,35,32
GENE-16227,NO,1,711,472,917,823,1243,1151
GENE-16228,NO,1,0,0,0,0,0,0
GENE-16229,NO,1,0,0,0,0,0,0
GENE-16230,NO,1,0,0,0,0,0,0
GENE-16231,YES,1,0,0,0,0,0,0
GENE-16232,NO,1,0,0,0,0,0,0
GENE-16233,NO,1,756,1676,1273,884,1146,1699
GENE-16234,NO,1,213,292,169,192,449,156
GENE-16235,NO,1,0,0,0,0,0,0
GENE-16236,NO,1,0,0,0,0,0,0
GENE-16237,NO,1,0,2,2,1,2,1
GENE-16238,NO,1,17,23,27,27,24,23
GENE-16239,NO,1,49,51,54,55,68,38
GENE-16240,YES,1,0,0,0,0,0,0
GENE-16241,NO,1,2070,6863,3652,2903,5417,3296
GENE-16242,NO,1,4,4,2,3,2,5
GENE-16243,NO,1,0,0,0,0,1,1
GENE-16244,NO,1,0,0,0,0,0,0
GENE-16245,NO,1,0,0,0,0,0,0
GENE-16246,NO,1,26,38,55,36,31,47
GENE-16247,NO,1,0,0,0,0,0,0
GENE-16248,NO,1,0,0,0,0,0,0
GENE-16249,NO,1,0,0,0,0,0,0
GENE-16250,NO,1,838,282,205,2139,599,419
GENE-16251,NO,1,40,31,33,32,45,33
GENE-16252,NO,1,0,0,0,0,0,0
GENE-16254,NO,1,33,31,19,41,29,31
GENE-16255,NO,1,111,88,149,126,192,133
GENE-16256,NO,1,0,0,0,0,0,0
GENE-16257,NO,1,0,0,0,0,0,0
GENE-16258,NO,1,0,0,0,0,0,0
GENE-16259,NO,1,0,0,0,0,0,0
GENE-16260,NO,1,0,0,0,0,0,0
GENE-16261,NO,1,5,0,2,1,2,1
GENE-16262,NO,1,0,0,0,0,0,0
GENE-16263,NO,1,0,0,0,0,0,0
GENE-16264,NO,1,0,0,0,0,0,0
GENE-16265,NO,1,0,0,0,0,0,0
GENE-16266,NO,1,0,0,0,0,0,0
GENE-16267,NO,1,0,0,0,0,0,0
GENE-16268,NO,1,1,0,0,0,0,0
GENE-16269,NO,1,0,0,0,0,0,0
GENE-16270,NO,1,0,0,0,0,0,0
GENE-16271,NO,1,0,0,0,0,0,0
GENE-16272,NO,1,15,19,20,16,20,21
GENE-16273,NO,1,762,900,908,1126,819,781
GENE-16274,NO,1,0,0,0,0,0,0
GENE-16275,NO,1,0,0,0,0,0,0
GENE-16276,NO,1,0,0,0,0,1,0
GENE-16277,NO,1,0,0,0,0,0,0
GENE-16278,NO,1,123,99,97,151,160,137
GENE-16279,NO,1,231,188,200,196,216,203
GENE-16280,NO,1,0,0,0,0,0,0
GENE-16281,NO,1,0,0,0,0,0,0
GENE-16282,NO,1,0,0,0,0,0,0
GENE-16283,NO,1,0,0,1,1,1,0
GENE-16284,NO,1,86,110,107,58,83,124
GENE-16285,NO,1,0,0,0,0,0,0
GENE-16286,NO,1,0,0,0,0,0,0
GENE-16287,NO,1,0,0,0,0,0,0
GENE-16288,NO,1,0,0,0,0,0,0
GENE-16289,NO,1,0,0,0,0,0,0
GENE-16290,NO,1,0,0,0,0,0,0
GENE-16291,NO,1,0,0,0,0,0,0
GENE-16292,NO,1,36,41,42,27,40,35
GENE-16293,NO,1,76,47,90,84,71,70
GENE-16294,NO,1,0,0,0,1,0,0
