# Program:featureCounts v1.5.3; Command:"featureCounts" "-a" "refs/agrobacterium_tumefaciens.gff" "-t" "gene" "-g" "ID" "-o" "matrix.txt" "WT_55_3.bam" "WT_67_1.bam" "WT_79_1.bam" "pssA_55_2.bam" "pssA_67_1.bam" "pssA_79_2.bam" 
Geneid	Chr	Start	End	Strand	Length	WT_55_3.bam	WT_67_1.bam	WT_79_1.bam	pssA_55_2.bam	pssA_67_1.bam	pssA_79_2.bam
gene-G6L97_RS23480	NZ_CP115843.1	60938	61942	+	1005	0	0	0	0	0	0
gene-G6L97_RS23485	NZ_CP115843.1	61939	63468	+	1530	0	0	0	0	0	0
gene-G6L97_RS23490	NZ_CP115843.1	63561	64307	+	747	0	0	0	0	0	0
gene-G6L97_RS23495	NZ_CP115843.1	64332	65261	+	930	0	0	0	0	0	0
gene-G6L97_RS23500	NZ_CP115843.1	65284	66489	+	1206	0	0	0	0	0	0
gene-G6L97_RS23505	NZ_CP115843.1	66491	68161	+	1671	0	0	0	0	0	0
gene-G6L97_RS23510	NZ_CP115843.1	68359	68820	-	462	0	0	0	0	0	0
gene-G6L97_RS23515	NZ_CP115843.1	68993	70087	+	1095	0	0	0	0	0	0
gene-G6L97_RS23520	NZ_CP115843.1	70111	71061	+	951	0	0	0	0	0	0
gene-G6L97_RS23525	NZ_CP115843.1	71058	71993	+	936	0	0	0	0	0	0
gene-G6L97_RS23530	NZ_CP115843.1	72042	72695	-	654	0	0	0	0	0	0
gene-G6L97_RS23535	NZ_CP115843.1	72752	73576	-	825	0	0	0	0	0	0
gene-G6L97_RS23540	NZ_CP115843.1	73619	74389	-	771	0	0	0	0	0	0
gene-G6L97_RS23545	NZ_CP115843.1	74401	75168	-	768	0	0	0	0	0	0
gene-G6L97_RS23550	NZ_CP115843.1	75183	76835	-	1653	0	0	0	0	0	0
gene-G6L97_RS23555	NZ_CP115843.1	76929	78926	-	1998	0	0	0	0	0	0
gene-G6L97_RS23560	NZ_CP115843.1	79246	80445	+	1200	0	0	0	0	0	0
gene-G6L97_RS23565	NZ_CP115843.1	80511	81692	+	1182	0	0	0	0	0	0
gene-G6L97_RS23575	NZ_CP115843.1	82119	82889	+	771	0	0	0	0	0	0
gene-G6L97_RS23580	NZ_CP115843.1	82899	83552	+	654	0	0	0	0	0	0
gene-G6L97_RS23585	NZ_CP115843.1	83578	84366	+	789	0	0	0	0	0	0
gene-G6L97_RS23590	NZ_CP115843.1	84359	85078	+	720	0	0	0	0	0	0
gene-G6L97_RS23595	NZ_CP115843.1	85088	85975	+	888	0	0	0	0	0	0
gene-G6L97_RS23600	NZ_CP115843.1	85972	86955	+	984	0	0	0	0	0	0
gene-G6L97_RS23615	NZ_CP115843.1	87401	88009	+	609	0	0	0	0	0	0
gene-G6L97_RS23620	NZ_CP115843.1	88168	88962	+	795	0	0	0	0	0	0
gene-G6L97_RS23625	NZ_CP115843.1	89222	90595	+	1374	0	0	0	0	0	0
gene-G6L97_RS23630	NZ_CP115843.1	90634	91050	-	417	0	0	0	0	0	0
gene-G6L97_RS23635	NZ_CP115843.1	91413	92423	+	1011	0	0	0	0	0	0
gene-G6L97_RS23640	NZ_CP115843.1	92438	92881	+	444	0	0	0	0	0	0
gene-G6L97_RS23645	NZ_CP115843.1	92883	94412	+	1530	0	0	0	0	0	0
gene-G6L97_RS23650	NZ_CP115843.1	94777	95691	-	915	0	0	0	0	0	0
gene-G6L97_RS23655	NZ_CP115843.1	95821	96816	+	996	0	0	0	0	0	0
gene-G6L97_RS23660	NZ_CP115843.1	96881	97078	+	198	0	0	0	0	0	0
gene-G6L97_RS23665	NZ_CP115843.1	97158	97523	+	366	0	0	0	0	0	0
gene-G6L97_RS28250	NZ_CP115843.1	97611	97790	+	180	0	0	0	0	0	0
gene-G6L97_RS23675	NZ_CP115843.1	97936	98985	+	1050	0	0	0	0	0	0
gene-G6L97_RS23680	NZ_CP115843.1	98988	99626	+	639	0	0	0	0	0	0
gene-G6L97_RS23685	NZ_CP115843.1	99642	99827	+	186	0	0	0	0	0	0
gene-G6L97_RS23690	NZ_CP115843.1	100088	100696	+	609	0	0	0	0	0	0
gene-G6L97_RS23695	NZ_CP115843.1	100808	102106	+	1299	0	0	0	0	0	0
gene-G6L97_RS23700	NZ_CP115843.1	102103	104364	+	2262	0	0	0	0	0	0
gene-G6L97_RS23705	NZ_CP115843.1	104426	104896	+	471	0	0	0	0	0	0
gene-G6L97_RS23710	NZ_CP115843.1	104949	106082	+	1134	0	0	0	0	0	0
gene-G6L97_RS23715	NZ_CP115843.1	106209	107138	+	930	0	0	0	0	0	0
gene-G6L97_RS23720	NZ_CP115843.1	107346	108086	-	741	0	0	0	0	0	0
gene-G6L97_RS23725	NZ_CP115843.1	108217	108801	+	585	0	0	0	0	0	0
gene-G6L97_RS23730	NZ_CP115843.1	108984	110078	+	1095	0	0	0	0	0	0
gene-G6L97_RS23735	NZ_CP115843.1	110243	110866	+	624	0	0	0	0	0	0
gene-G6L97_RS23740	NZ_CP115843.1	110903	111730	-	828	0	0	0	0	0	0
gene-G6L97_RS23745	NZ_CP115843.1	111727	112128	-	402	0	0	0	0	0	0
gene-G6L97_RS23750	NZ_CP115843.1	112209	113351	+	1143	0	0	0	0	0	0
gene-G6L97_RS23755	NZ_CP115843.1	113393	115030	+	1638	0	0	0	0	0	0
gene-G6L97_RS23760	NZ_CP115843.1	115108	115836	+	729	0	0	0	0	0	0
gene-G6L97_RS23765	NZ_CP115843.1	115833	116483	+	651	0	0	0	0	0	0
gene-G6L97_RS23770	NZ_CP115843.1	116514	117704	+	1191	0	0	0	0	0	0
gene-G6L97_RS23775	NZ_CP115843.1	117740	118660	+	921	0	0	0	0	0	0
gene-G6L97_RS23780	NZ_CP115843.1	118664	119674	+	1011	0	0	0	0	0	0
gene-G6L97_RS23785	NZ_CP115843.1	119671	120420	+	750	0	0	0	0	0	0
gene-G6L97_RS23790	NZ_CP115843.1	120420	121121	+	702	0	0	0	0	0	0
gene-G6L97_RS23795	NZ_CP115843.1	121216	122664	+	1449	0	0	0	0	0	0
gene-G6L97_RS23800	NZ_CP115843.1	122792	124507	+	1716	0	0	0	0	0	0
gene-G6L97_RS23805	NZ_CP115843.1	124628	125614	-	987	0	0	0	0	0	0
gene-G6L97_RS23810	NZ_CP115843.1	125652	126413	-	762	0	0	0	0	0	0
gene-G6L97_RS23815	NZ_CP115843.1	126410	127444	-	1035	0	0	0	0	0	0
gene-G6L97_RS23820	NZ_CP115843.1	127441	128316	-	876	0	0	0	0	0	0
gene-G6L97_RS23825	NZ_CP115843.1	128384	129451	-	1068	0	0	0	0	0	0
gene-G6L97_RS23830	NZ_CP115843.1	129456	130283	-	828	0	0	0	0	0	0
gene-G6L97_RS23835	NZ_CP115843.1	130288	131196	-	909	0	0	0	0	0	0
gene-G6L97_RS23840	NZ_CP115843.1	131201	132403	-	1203	0	0	0	0	0	0
gene-G6L97_RS23845	NZ_CP115843.1	132829	133923	+	1095	0	0	0	0	0	0
gene-G6L97_RS23850	NZ_CP115843.1	134104	134229	-	126	0	0	0	0	0	0
gene-G6L97_RS23855	NZ_CP115843.1	134475	135428	-	954	0	0	0	0	0	0
gene-G6L97_RS23870	NZ_CP115843.1	137585	138484	-	900	0	0	0	0	0	0
gene-G6L97_RS23875	NZ_CP115843.1	138647	139828	+	1182	0	0	0	0	0	0
gene-G6L97_RS23880	NZ_CP115843.1	139838	140128	+	291	0	0	0	0	0	0
gene-G6L97_RS23885	NZ_CP115843.1	140200	141138	+	939	0	0	0	0	0	0
gene-G6L97_RS23890	NZ_CP115843.1	141404	142186	+	783	0	0	0	0	0	0
gene-G6L97_RS23895	NZ_CP115843.1	142484	144439	-	1956	0	0	0	0	0	0
gene-G6L97_RS23900	NZ_CP115843.1	144570	146021	-	1452	0	0	0	0	0	0
gene-G6L97_RS23905	NZ_CP115843.1	146072	147208	-	1137	0	0	0	0	0	0
gene-G6L97_RS23910	NZ_CP115843.1	147386	148324	+	939	0	0	0	0	0	0
gene-G6L97_RS23915	NZ_CP115843.1	148480	148896	+	417	0	0	0	0	0	0
gene-G6L97_RS23920	NZ_CP115843.1	148901	149776	+	876	0	0	0	0	0	0
gene-G6L97_RS23925	NZ_CP115843.1	149773	150537	+	765	0	0	0	0	0	0
gene-G6L97_RS23930	NZ_CP115843.1	150592	151599	+	1008	0	0	0	0	0	0
gene-G6L97_RS23935	NZ_CP115843.1	151596	152216	+	621	0	0	0	0	0	0
gene-G6L97_RS23940	NZ_CP115843.1	152382	153296	+	915	0	0	0	0	0	0
gene-G6L97_RS23945	NZ_CP115843.1	153920	154132	-	213	0	0	0	0	0	0
gene-G6L97_RS23950	NZ_CP115843.1	154565	155347	-	783	0	0	0	0	0	0
gene-G6L97_RS23955	NZ_CP115843.1	155375	155620	-	246	0	0	0	0	0	0
gene-G6L97_RS23960	NZ_CP115843.1	155622	156182	-	561	0	0	0	0	0	0
gene-G6L97_RS23965	NZ_CP115843.1	156307	157755	-	1449	0	0	0	0	0	0
gene-G6L97_RS23970	NZ_CP115843.1	157752	159398	-	1647	0	0	0	0	0	0
gene-G6L97_RS23975	NZ_CP115843.1	159401	159970	-	570	0	0	0	0	0	0
gene-G6L97_RS28255	NZ_CP115843.1	160487	160624	-	138	0	0	0	0	0	0
gene-G6L97_RS23985	NZ_CP115843.1	160679	161350	-	672	0	0	0	0	0	0
gene-G6L97_RS23990	NZ_CP115843.1	161550	163139	-	1590	0	0	0	0	0	0
gene-G6L97_RS23995	NZ_CP115843.1	163411	163614	-	204	0	0	0	0	0	0
gene-G6L97_RS24000	NZ_CP115843.1	164005	164796	+	792	0	0	0	0	0	0
gene-G6L97_RS24005	NZ_CP115843.1	165165	166061	-	897	0	0	0	0	0	0
gene-G6L97_RS24010	NZ_CP115843.1	166204	166803	+	600	0	0	0	0	0	0
gene-G6L97_RS24015	NZ_CP115843.1	166923	167876	+	954	0	0	0	0	0	0
gene-G6L97_RS24025	NZ_CP115843.1	168329	168748	+	420	0	0	0	0	0	0
gene-G6L97_RS24030	NZ_CP115843.1	168658	169557	-	900	0	0	0	0	0	0
gene-G6L97_RS24035	NZ_CP115843.1	169655	170281	+	627	0	0	0	0	0	0
gene-G6L97_RS24040	NZ_CP115843.1	170399	171097	+	699	0	0	0	0	0	0
gene-G6L97_RS24050	NZ_CP115843.1	172141	173136	-	996	0	0	0	0	0	0
gene-G6L97_RS24055	NZ_CP115843.1	173158	174045	-	888	0	0	0	0	0	0
gene-G6L97_RS24060	NZ_CP115843.1	174047	174793	-	747	0	0	0	0	0	0
gene-G6L97_RS24065	NZ_CP115843.1	174786	175553	-	768	0	0	0	0	0	0
gene-G6L97_RS24070	NZ_CP115843.1	175627	176823	-	1197	0	0	0	0	0	0
gene-G6L97_RS24075	NZ_CP115843.1	177144	178067	+	924	0	0	0	0	0	0
gene-G6L97_RS24080	NZ_CP115843.1	178130	178522	-	393	0	0	0	0	0	0
gene-G6L97_RS24085	NZ_CP115843.1	178740	179495	-	756	0	0	0	0	0	0
gene-G6L97_RS24090	NZ_CP115843.1	179575	180777	-	1203	0	0	0	0	0	0
gene-G6L97_RS24095	NZ_CP115843.1	181058	181819	+	762	0	0	0	0	0	0
gene-G6L97_RS24100	NZ_CP115843.1	181871	182299	+	429	0	0	0	0	0	0
gene-G6L97_RS24105	NZ_CP115843.1	182405	183610	+	1206	0	0	0	0	0	0
gene-G6L97_RS24110	NZ_CP115843.1	183620	185686	+	2067	0	0	0	0	0	0
gene-G6L97_RS24115	NZ_CP115843.1	185718	187067	+	1350	0	0	0	0	0	0
gene-G6L97_RS24120	NZ_CP115843.1	187119	187949	+	831	0	0	0	0	0	0
gene-G6L97_RS24125	NZ_CP115843.1	188118	188249	-	132	0	0	0	0	0	0
gene-G6L97_RS24130	NZ_CP115843.1	188281	188976	-	696	0	0	0	0	0	0
gene-G6L97_RS24135	NZ_CP115843.1	189090	190061	+	972	0	0	0	0	0	0
gene-G6L97_RS24140	NZ_CP115843.1	190085	191335	+	1251	0	0	0	0	0	0
gene-G6L97_RS24145	NZ_CP115843.1	191337	192815	+	1479	0	0	0	0	0	0
gene-G6L97_RS24150	NZ_CP115843.1	192843	193958	+	1116	0	0	0	0	0	0
gene-G6L97_RS24155	NZ_CP115843.1	194153	195769	+	1617	0	0	0	0	0	0
gene-G6L97_RS24160	NZ_CP115843.1	195785	196717	+	933	0	0	0	0	0	0
gene-G6L97_RS24165	NZ_CP115843.1	196720	197598	+	879	0	0	0	0	0	0
gene-G6L97_RS24170	NZ_CP115843.1	197614	198471	+	858	0	0	0	0	0	0
gene-G6L97_RS24175	NZ_CP115843.1	198507	200366	+	1860	0	0	0	0	0	0
gene-G6L97_RS24180	NZ_CP115843.1	200381	200809	-	429	0	0	0	0	0	0
gene-G6L97_RS24185	NZ_CP115843.1	200889	201431	-	543	0	0	0	0	0	0
gene-G6L97_RS24190	NZ_CP115843.1	201464	204640	-	3177	0	0	0	0	0	0
gene-G6L97_RS24195	NZ_CP115843.1	204642	205793	-	1152	0	0	0	0	0	0
gene-G6L97_RS24200	NZ_CP115843.1	205971	206645	+	675	0	0	0	0	0	0
gene-G6L97_RS24205	NZ_CP115843.1	206642	207979	+	1338	0	0	0	0	0	0
gene-G6L97_RS24210	NZ_CP115843.1	208156	209007	+	852	0	0	0	0	0	0
gene-G6L97_RS24215	NZ_CP115843.1	209183	209515	+	333	0	0	0	0	0	0
gene-G6L97_RS24220	NZ_CP115843.1	209641	210462	+	822	0	0	0	0	0	0
gene-G6L97_RS24225	NZ_CP115843.1	210959	211705	+	747	0	0	0	0	0	0
gene-G6L97_RS24230	NZ_CP115843.1	211730	212659	+	930	0	0	0	0	0	0
gene-G6L97_RS24235	NZ_CP115843.1	213014	214084	-	1071	0	0	0	0	0	0
gene-G6L97_RS24240	NZ_CP115843.1	214209	214646	-	438	0	0	0	0	0	0
gene-G6L97_RS28170	NZ_CP115843.1	214597	215049	-	453	0	0	0	0	0	0
gene-G6L97_RS28175	NZ_CP115843.1	215123	215488	-	366	0	0	0	0	0	0
gene-G6L97_RS24250	NZ_CP115843.1	215523	216683	-	1161	0	0	0	0	0	0
gene-G6L97_RS24255	NZ_CP115843.1	216881	217948	+	1068	0	0	0	0	0	0
gene-G6L97_RS24260	NZ_CP115843.1	218116	219321	-	1206	0	0	0	0	0	0
gene-G6L97_RS24265	NZ_CP115843.1	219318	221393	-	2076	0	0	0	0	0	0
gene-G6L97_RS24270	NZ_CP115843.1	221645	222169	+	525	0	0	0	0	0	0
gene-G6L97_RS24275	NZ_CP115843.1	222233	223321	+	1089	0	0	0	0	0	0
gene-G6L97_RS24280	NZ_CP115843.1	223381	224565	+	1185	0	0	0	0	0	0
gene-G6L97_RS24285	NZ_CP115843.1	224783	225244	+	462	0	0	0	0	0	0
gene-G6L97_RS24290	NZ_CP115843.1	225293	227152	+	1860	0	0	0	0	0	0
gene-G6L97_RS24295	NZ_CP115843.1	227353	228141	-	789	0	0	0	0	0	0
gene-G6L97_RS24300	NZ_CP115843.1	228400	229176	+	777	0	0	0	0	0	0
gene-G6L97_RS24305	NZ_CP115843.1	229176	229562	+	387	0	0	0	0	0	0
gene-G6L97_RS24310	NZ_CP115843.1	229723	231153	-	1431	0	0	0	0	0	0
gene-G6L97_RS24315	NZ_CP115843.1	231175	232119	-	945	0	0	0	0	0	0
gene-G6L97_RS24320	NZ_CP115843.1	232132	233649	-	1518	0	0	0	0	0	0
gene-G6L97_RS24325	NZ_CP115843.1	233646	234587	-	942	0	0	0	0	0	0
gene-G6L97_RS24330	NZ_CP115843.1	234713	235864	-	1152	0	0	0	0	0	0
gene-G6L97_RS24335	NZ_CP115843.1	236171	237370	-	1200	0	0	0	0	0	0
gene-G6L97_RS24340	NZ_CP115843.1	237360	238202	-	843	0	0	0	0	0	0
gene-G6L97_RS24345	NZ_CP115843.1	238275	239357	-	1083	0	0	0	0	0	0
gene-G6L97_RS24350	NZ_CP115843.1	240379	241617	+	1239	0	0	0	0	0	0
gene-G6L97_RS24355	NZ_CP115843.1	241813	242067	+	255	0	0	0	0	0	0
gene-G6L97_RS24360	NZ_CP115843.1	242067	242360	+	294	0	0	0	0	0	0
gene-G6L97_RS24365	NZ_CP115843.1	242709	243140	-	432	0	0	0	0	0	0
gene-G6L97_RS24370	NZ_CP115843.1	243268	243564	+	297	0	0	0	0	0	0
gene-G6L97_RS24375	NZ_CP115843.1	243634	244413	+	780	0	0	0	0	0	0
gene-G6L97_RS24380	NZ_CP115843.1	244493	245308	+	816	0	0	0	0	0	0
gene-G6L97_RS24385	NZ_CP115843.1	246117	246341	-	225	0	0	0	0	0	0
gene-G6L97_RS24390	NZ_CP115843.1	246598	246909	+	312	0	0	0	0	0	0
gene-G6L97_RS24395	NZ_CP115843.1	246902	248155	+	1254	0	0	0	0	0	0
gene-G6L97_RS24400	NZ_CP115843.1	248442	248849	+	408	0	0	0	0	0	0
gene-G6L97_RS24405	NZ_CP115843.1	248965	250032	+	1068	0	0	0	0	0	0
gene-G6L97_RS24410	NZ_CP115843.1	250614	251609	-	996	0	0	0	0	0	0
gene-G6L97_RS24415	NZ_CP115843.1	251783	252736	+	954	0	0	0	0	0	0
gene-G6L97_RS24420	NZ_CP115843.1	252863	253984	+	1122	0	0	0	0	0	0
gene-G6L97_RS24430	NZ_CP115843.1	254856	255650	+	795	0	0	0	0	0	0
gene-G6L97_RS24435	NZ_CP115843.1	255674	256693	+	1020	0	0	0	0	0	0
gene-G6L97_RS24440	NZ_CP115843.1	257332	258228	-	897	0	0	0	0	0	0
gene-G6L97_RS24445	NZ_CP115843.1	258700	259368	-	669	0	0	0	0	0	0
gene-G6L97_RS24450	NZ_CP115843.1	259452	260072	+	621	0	0	0	0	0	0
gene-G6L97_RS24460	NZ_CP115843.1	261374	261637	+	264	0	0	0	0	0	0
gene-G6L97_RS24465	NZ_CP115843.1	261649	262347	+	699	0	0	0	0	0	0
gene-G6L97_RS24475	NZ_CP115843.1	263077	263688	-	612	0	0	0	0	0	0
gene-G6L97_RS24480	NZ_CP115843.1	263837	264103	+	267	0	0	0	0	0	0
gene-G6L97_RS24485	NZ_CP115843.1	264282	264545	-	264	0	0	0	0	0	0
gene-G6L97_RS24490	NZ_CP115843.1	264539	266488	+	1950	0	0	0	0	0	0
gene-G6L97_RS24495	NZ_CP115843.1	267266	267853	+	588	0	0	0	0	0	0
gene-G6L97_RS24500	NZ_CP115843.1	267981	268745	-	765	0	0	0	0	0	0
gene-G6L97_RS24505	NZ_CP115843.1	268804	269856	-	1053	0	0	0	0	0	0
gene-G6L97_RS24510	NZ_CP115843.1	270139	270891	+	753	0	0	0	0	0	0
gene-G6L97_RS24515	NZ_CP115843.1	270812	272323	+	1512	0	0	0	0	0	0
gene-G6L97_RS24520	NZ_CP115843.1	272320	275577	+	3258	1	2	0	0	0	0
gene-G6L97_RS24525	NZ_CP115843.1	275668	276066	+	399	1	1	0	6	0	0
gene-G6L97_RS24530	NZ_CP115843.1	276572	277171	+	600	0	2	0	0	6	4
gene-G6L97_RS24535	NZ_CP115843.1	277603	278535	+	933	2	4	3	1	7	0
gene-G6L97_RS24540	NZ_CP115843.1	279128	279439	+	312	4	5	0	9	3	2
gene-G6L97_RS24545	NZ_CP115843.1	279759	279920	+	162	0	9	2	1	5	0
gene-G6L97_RS24550	NZ_CP115843.1	280070	280348	-	279	26	20	9	3	28	2
gene-G6L97_RS24555	NZ_CP115843.1	280382	280693	-	312	0	0	0	0	0	0
gene-G6L97_RS24560	NZ_CP115843.1	281212	283131	-	1920	7	9	6	7	14	4
gene-G6L97_RS24565	NZ_CP115843.1	283128	283361	-	234	0	0	0	0	0	0
gene-G6L97_RS24570	NZ_CP115843.1	283351	283638	-	288	1	2	1	0	2	2
gene-G6L97_RS24575	NZ_CP115843.1	283861	288480	+	4620	15	29	8	21	25	6
gene-G6L97_RS24580	NZ_CP115843.1	289214	290536	+	1323	61	53	33	41	35	17
gene-G6L97_RS24585	NZ_CP115843.1	290554	290832	+	279	2	3	0	2	2	0
gene-G6L97_RS24595	NZ_CP115843.1	292242	293162	-	921	0	0	0	0	0	0
gene-G6L97_RS24600	NZ_CP115843.1	293407	294321	+	915	0	0	0	0	0	0
gene-G6L97_RS24605	NZ_CP115843.1	294594	295106	-	513	17	7	1	5	2	6
gene-G6L97_RS24610	NZ_CP115843.1	295943	296959	+	1017	0	0	0	0	0	0
gene-G6L97_RS24615	NZ_CP115843.1	297048	297611	-	564	0	0	0	0	0	0
gene-G6L97_RS24620	NZ_CP115843.1	297729	298376	-	648	0	0	0	0	0	0
gene-G6L97_RS24625	NZ_CP115843.1	298500	299027	+	528	0	0	0	0	0	0
gene-G6L97_RS24635	NZ_CP115843.1	299813	300322	-	510	0	0	0	0	0	0
gene-G6L97_RS24640	NZ_CP115843.1	300544	301164	-	621	0	0	0	0	0	0
gene-G6L97_RS24645	NZ_CP115843.1	301314	301766	+	453	0	0	0	0	0	0
gene-G6L97_RS24650	NZ_CP115843.1	301850	302311	+	462	0	0	0	0	0	0
gene-G6L97_RS24655	NZ_CP115843.1	302533	303039	-	507	57	80	15	72	66	19
gene-G6L97_RS24665	NZ_CP115843.1	304638	305372	+	735	0	0	0	0	0	0
gene-G6L97_RS24670	NZ_CP115843.1	306227	306937	-	711	0	0	0	0	0	0
gene-G6L97_RS24675	NZ_CP115843.1	306934	307698	-	765	0	0	0	0	0	0
gene-G6L97_RS24680	NZ_CP115843.1	307855	308574	-	720	0	0	0	0	0	0
gene-G6L97_RS24685	NZ_CP115843.1	309386	310120	+	735	0	0	0	0	0	0
gene-G6L97_RS24690	NZ_CP115843.1	310110	311510	+	1401	0	0	0	0	0	0
gene-G6L97_RS24695	NZ_CP115843.1	311511	312851	-	1341	0	0	0	0	0	0
gene-G6L97_RS24700	NZ_CP115843.1	312863	313960	-	1098	0	0	0	0	0	0
gene-G6L97_RS24705	NZ_CP115843.1	314062	315456	-	1395	0	0	0	0	0	0
gene-G6L97_RS24710	NZ_CP115843.1	315470	316426	-	957	0	0	0	0	0	0
gene-G6L97_RS24715	NZ_CP115843.1	316423	317073	-	651	0	0	0	0	0	0
gene-G6L97_RS24720	NZ_CP115843.1	317106	317972	-	867	0	0	0	0	0	0
gene-G6L97_RS24725	NZ_CP115843.1	318082	319161	-	1080	0	0	0	0	0	0
gene-G6L97_RS24730	NZ_CP115843.1	319158	319961	-	804	0	0	0	0	0	0
gene-G6L97_RS24735	NZ_CP115843.1	319971	320855	-	885	0	0	0	0	0	0
gene-G6L97_RS24740	NZ_CP115843.1	320867	321907	-	1041	0	0	0	0	0	0
gene-G6L97_RS24745	NZ_CP115843.1	321984	322370	-	387	0	0	0	0	0	0
gene-G6L97_RS24750	NZ_CP115843.1	322922	323581	+	660	6	2	19	10	7	18
gene-G6L97_RS24755	NZ_CP115843.1	323578	325986	+	2409	12	11	12	13	11	6
gene-G6L97_RS28265	NZ_CP115843.1	326066	326212	-	147	1	0	0	0	0	0
gene-G6L97_RS24760	NZ_CP115843.1	326150	327043	+	894	4	6	1	6	6	7
gene-G6L97_RS24765	NZ_CP115843.1	327399	328226	-	828	7	8	34	8	3	42
gene-G6L97_RS24770	NZ_CP115843.1	328282	329736	+	1455	18	12	266	18	38	427
gene-G6L97_RS24775	NZ_CP115843.1	329757	330917	+	1161	8	27	77	9	20	174
gene-G6L97_RS24780	NZ_CP115843.1	330963	331754	+	792	19	48	58	15	26	27
gene-G6L97_RS24790	NZ_CP115843.1	332625	333377	-	753	0	0	0	0	0	0
gene-G6L97_RS24795	NZ_CP115843.1	333593	334345	-	753	0	0	0	0	0	0
gene-G6L97_RS24800	NZ_CP115843.1	334491	335621	-	1131	0	0	0	0	0	0
gene-G6L97_RS24805	NZ_CP115843.1	335700	336572	-	873	0	0	0	0	0	0
gene-G6L97_RS24810	NZ_CP115843.1	336576	337508	-	933	0	0	0	0	0	0
gene-G6L97_RS24815	NZ_CP115843.1	338134	339249	+	1116	0	0	0	0	0	0
gene-G6L97_RS24820	NZ_CP115843.1	339273	340313	+	1041	0	0	0	0	0	0
gene-G6L97_RS24825	NZ_CP115843.1	340324	341151	+	828	0	0	0	0	0	0
gene-G6L97_RS24830	NZ_CP115843.1	341144	341971	+	828	0	0	0	0	0	0
gene-G6L97_RS24835	NZ_CP115843.1	341995	343419	+	1425	0	0	0	0	0	0
gene-G6L97_RS24840	NZ_CP115843.1	343421	344083	+	663	0	0	0	0	0	0
gene-G6L97_RS24845	NZ_CP115843.1	344227	344631	-	405	4	7	3	5	9	4
gene-G6L97_RS24850	NZ_CP115843.1	344850	345284	+	435	0	0	0	0	0	0
gene-G6L97_RS24855	NZ_CP115843.1	345339	346085	+	747	0	0	0	0	0	0
gene-G6L97_RS24860	NZ_CP115843.1	346314	346604	+	291	0	0	0	0	0	0
gene-G6L97_RS24865	NZ_CP115843.1	346709	347098	-	390	10	10	130	25	22	61
gene-G6L97_RS24870	NZ_CP115843.1	347955	348359	-	405	43	59	137	31	20	176
gene-G6L97_RS24875	NZ_CP115843.1	348717	349079	-	363	17	14	8	11	42	6
gene-G6L97_RS24880	NZ_CP115843.1	349173	349712	+	540	4	13	2	2	4	0
gene-G6L97_RS24885	NZ_CP115843.1	349714	350403	+	690	2	5	2	0	0	0
gene-G6L97_RS24890	NZ_CP115843.1	350400	350699	+	300	0	1	1	3	0	0
gene-G6L97_RS24895	NZ_CP115843.1	350702	351043	+	342	1	5	0	10	4	0
gene-G6L97_RS24900	NZ_CP115843.1	351036	353417	+	2382	49	78	20	32	45	16
gene-G6L97_RS24905	NZ_CP115843.1	353417	354115	+	699	12	20	12	17	6	3
gene-G6L97_RS24910	NZ_CP115843.1	354112	354345	+	234	1	1	0	0	1	0
gene-G6L97_RS24915	NZ_CP115843.1	354350	355285	+	936	13	30	4	2	12	6
gene-G6L97_RS24920	NZ_CP115843.1	355321	355587	+	267	1	2	0	4	2	0
gene-G6L97_RS24925	NZ_CP115843.1	355591	356262	+	672	5	1	2	1	4	9
gene-G6L97_RS24930	NZ_CP115843.1	356259	357113	+	855	30	35	4	6	7	15
gene-G6L97_RS24935	NZ_CP115843.1	357128	358300	+	1173	17	22	6	11	23	11
gene-G6L97_RS24940	NZ_CP115843.1	358309	359319	+	1011	4	10	0	18	8	4
gene-G6L97_RS24945	NZ_CP115843.1	359662	359937	-	276	0	0	0	0	0	0
gene-G6L97_RS24950	NZ_CP115843.1	360468	361427	+	960	0	0	0	0	0	0
gene-G6L97_RS24955	NZ_CP115843.1	361841	362254	-	414	0	0	0	0	0	0
gene-G6L97_RS24960	NZ_CP115843.1	362772	363197	+	426	0	0	0	0	0	0
gene-G6L97_RS24965	NZ_CP115843.1	363379	364281	+	903	0	0	0	0	0	0
gene-G6L97_RS24970	NZ_CP115843.1	364371	365720	+	1350	0	0	0	0	0	0
gene-G6L97_RS24975	NZ_CP115843.1	365935	366657	+	723	0	0	0	0	0	0
gene-G6L97_RS24980	NZ_CP115843.1	367155	367691	+	537	0	0	0	0	0	0
gene-G6L97_RS24985	NZ_CP115843.1	367899	368105	+	207	0	0	0	0	0	0
gene-G6L97_RS24990	NZ_CP115843.1	368446	371580	-	3135	0	0	0	0	0	0
gene-G6L97_RS24995	NZ_CP115843.1	371737	372744	+	1008	0	0	0	0	0	0
gene-G6L97_RS25000	NZ_CP115843.1	373278	373883	-	606	0	0	0	0	0	0
gene-G6L97_RS25005	NZ_CP115843.1	374583	376082	+	1500	0	0	0	0	0	0
gene-G6L97_RS25010	NZ_CP115843.1	376075	376719	+	645	0	0	0	0	0	0
gene-G6L97_RS25015	NZ_CP115843.1	376716	377717	+	1002	0	0	0	0	0	0
gene-G6L97_RS25020	NZ_CP115843.1	377748	378821	+	1074	0	0	0	0	0	0
